No task specified, assuming we want an unconstrained plan for the first robot, labeled 'boxy'.
Robot 'boxy'
	DOF:      6
	PosDOF:   3
	OriDOF:   3
	JointDOF: 0
Actuators:
Actuator (robot 0x2319c90):
	Type: 1
	MaxForce: 1
	Mask:  1 1 1 1 1 1
	Limits: -1:1 -1:1 -1:1 -1:1 -1:1 -1:1
	Control space: [-1:1 ; -1:1 ; -1:1 ; -1:1 ; -1:1 ; -1:1 ]



Automatically computed position resolution as 0.002


MPLibrary is solving with MPStrategyMethod labeled TestPrimitives using seed 12345678.
Number of vertices before:1610
total number of vertices41244
31.5286 -13.5842 11.2023 distance: 56.4237 vd 18446744073709551615 point  3 12.0764 -30.1654
31.5286 -13.5842 11.2023 distance: 44.9838 vd 18446744073709551615 point  24 30 3
22.4976 -31.52 16.1289 distance: 44.9043 vd 18446744073709551615 point  -4.125 1.875 30
22.4976 -31.52 16.1289 distance: 53.1 vd 18446744073709551615 point  -4.16518 -3 -19.8616
22.4976 -31.52 16.1289 distance: 61.3265 vd 18446744073709551615 point  -12.411 -0.991284 -24
22.4976 -31.52 16.1289 distance: 62.6882 vd 18446744073709551615 point  -6 22.3125 30.9531
22.4976 -31.52 16.1289 distance: 41.6391 vd 18446744073709551615 point  -14.6487 -30 -2.62357
22.4976 -31.52 16.1289 distance: 80.3807 vd 18446744073709551615 point  -32.9348 6 -28.3745
22.4976 -31.52 16.1289 distance: 48.2101 vd 18446744073709551615 point  21 -4.9375 -24.0625
22.4976 -31.52 16.1289 distance: 67.1629 vd 18446744073709551615 point  4.625 33 10.7812
22.4976 -31.52 16.1289 distance: 49.3826 vd 18446744073709551615 point  33 14.9323 3.07015
22.4976 -31.52 16.1289 distance: 41.0843 vd 18446744073709551615 point  -14.9537 -32.3471 33
22.4976 -31.52 16.1289 distance: 29.6245 vd 18446744073709551615 point  12 -22.4062 -10.0312
31.5212 -11.1537 31.4387 distance: 65.9419 vd 18446744073709551615 point  15 14.968 -26.8111
31.5212 -11.1537 31.4387 distance: 55.7817 vd 18446744073709551615 point  -24 -6 33
31.5212 -11.1537 31.4387 distance: 69.2227 vd 18446744073709551615 point  25.375 13.375 -33
31.5212 -11.1537 31.4387 distance: 62.7778 vd 18446744073709551615 point  12.461 30 -11.9679
31.5212 -11.1537 31.4387 distance: 78.8894 vd 18446744073709551615 point  -12.7125 -0.45 -33
31.5212 -11.1537 31.4387 distance: 58.5269 vd 18446744073709551615 point  -17.375 21 32.2767
31.5322 -13.53 2.68584 distance: 29.1026 vd 18446744073709551615 point  6 0.0814593 5.81593
31.5322 -13.53 2.68584 distance: 63.5327 vd 18446744073709551615 point  -31.1803 -17.6273 12
31.5322 -13.53 2.68584 distance: 50.4588 vd 18446744073709551615 point  -6 4.5 31.1875
31.5322 -13.53 2.68584 distance: 50.2201 vd 18446744073709551615 point  24 30.0612 -21.0867
31.5322 -13.53 2.68584 distance: 47.6365 vd 18446744073709551615 point  -6 -12.3633 31.998
31.5322 -13.53 2.68584 distance: 51.1604 vd 18446744073709551615 point  -6 7.14063 30.6402
31.5322 -13.53 2.68584 distance: 27.5202 vd 18446744073709551615 point  12 -32.6504 5.88985
31.5322 -13.53 2.68584 distance: 63.3144 vd 18446744073709551615 point  -30 -14.0692 -12.221
31.5322 -13.53 2.68584 distance: 64.0595 vd 18446744073709551615 point  -31.8197 -15.3727 12
-30.9667 -12.8504 5.06413 distance: 31.8967 vd 18446744073709551615 point  -3 0.0814593 -3.18407
-31.486 -14.7534 13.5171 distance: 56.997 vd 18446744073709551615 point  3 30 6
-31.486 -14.7534 13.5171 distance: 65.2847 vd 18446744073709551615 point  24 19.6222 12.2096
-31.486 -14.7534 13.5171 distance: 27.6242 vd 18446744073709551615 point  -13.5 6 16.5
-31.486 -14.7534 13.5171 distance: 72.8502 vd 18446744073709551615 point  21.4718 18.3388 -24
-31.486 -14.7534 13.5171 distance: 59.8517 vd 18446744073709551615 point  3.13247 30 -6
-17.3854 31.5206 -4.5261 distance: 46.1596 vd 18446744073709551615 point  -32.1833 -12 -8.7323
-17.3854 31.5206 -4.5261 distance: 65.9139 vd 18446744073709551615 point  24 -18.9091 -13.946
-17.3854 31.5206 -4.5261 distance: 39.6955 vd 18446744073709551615 point  21.586 32.0895 3
-17.3854 31.5206 -4.5261 distance: 37.2297 vd 18446744073709551615 point  -6 -3.37727 -10.736
-17.3854 31.5206 -4.5261 distance: 70.2361 vd 18446744073709551615 point  33 -13.1993 15.3374
-17.3854 31.5206 -4.5261 distance: 30.7862 vd 18446744073709551615 point  12 22.642 -2.18915
-17.3854 31.5206 -4.5261 distance: 49.0981 vd 18446744073709551615 point  21 4.00638 -17.9483
-17.3854 31.5206 -4.5261 distance: 41.3101 vd 18446744073709551615 point  4.4625 0.6 12
-17.3854 31.5206 -4.5261 distance: 33.5083 vd 18446744073709551615 point  4.25 6 -6.375
-31.4705 4.5445 -27.4931 distance: 49.46 vd 18446744073709551615 point  6 -22.125 -9.3
-31.4705 4.5445 -27.4931 distance: 89.7556 vd 18446744073709551615 point  31.5312 25.2188 33
-31.4705 4.5445 -27.4931 distance: 51.6156 vd 18446744073709551615 point  -12.7031 33 11.2656
-31.4705 4.5445 -27.4931 distance: 54.7008 vd 18446744073709551615 point  6 -23.1513 1.16128
-31.4705 4.5445 -27.4931 distance: 36.8194 vd 18446744073709551615 point  -31.65 -25.35 -6
-31.5172 -31.5185 15.7024 distance: 22.1401 vd 18446744073709551615 point  -33 -10.5 22.5
-31.5172 -31.5185 15.7024 distance: 58.7092 vd 18446744073709551615 point  24 -12.75 12.1875
-31.5172 -31.5185 15.7024 distance: 55.6516 vd 18446744073709551615 point  24 -30.0027 19.2589
31.5126 23.6511 31.6121 distance: 13.3408 vd 18446744073709551615 point  22.5187 33 28.5
31.5126 23.6511 31.6121 distance: 4.94449 vd 18446744073709551615 point  30 28.35 31.3289
31.5126 23.6511 31.6121 distance: 59.8631 vd 18446744073709551615 point  -25.6875 21 14.1562
31.5126 23.6511 31.6121 distance: 77.2737 vd 18446744073709551615 point  -20.9375 -30 13.125
-14.3214 32.2296 3.74779 distance: 55.2029 vd 18446744073709551615 point  10.5 -13.375 -15
-4.55097 -23.4723 -4.5522 distance: 44.1868 vd 18446744073709551615 point  -6 16.7812 -22.7188
-4.55097 -23.4723 -4.5522 distance: 60.8367 vd 18446744073709551615 point  21.6337 23.4978 -33
-4.55097 -23.4723 -4.5522 distance: 39.9227 vd 18446744073709551615 point  -14.646 15 -1.11862
-4.55097 -23.4723 -4.5522 distance: 48.8647 vd 18446744073709551615 point  30 10.0276 -13.0223
-4.55097 -23.4723 -4.5522 distance: 38.7509 vd 18446744073709551615 point  -30 5.73907 -5.37103
-4.55097 -23.4723 -4.5522 distance: 34.9351 vd 18446744073709551615 point  -4.41964 3 -27.3482
-4.55097 -23.4723 -4.5522 distance: 34.8357 vd 18446744073709551615 point  -13.7812 3 16.125
-4.55097 -23.4723 -4.5522 distance: 42.2173 vd 18446744073709551615 point  12.1114 15.2907 -6
-4.55097 -23.4723 -4.5522 distance: 54.2225 vd 18446744073709551615 point  22.5469 4.73438 33
-4.55097 -23.4723 -4.5522 distance: 39.9231 vd 18446744073709551615 point  6 15 -3
-22.5312 4.47703 -15.103 distance: 45.5697 vd 18446744073709551615 point  -12 -13.1867 25.5625
-22.5312 4.47703 -15.103 distance: 62.8829 vd 18446744073709551615 point  32.4878 -21 1.57276
-22.5312 4.47703 -15.103 distance: 47.2719 vd 18446744073709551615 point  3 -31.875 1.0625
-22.5312 4.47703 -15.103 distance: 12.4013 vd 18446744073709551615 point  -14.144 12 -9.92123
